Dataset Name,MeanSkewnessOfNumericAtts,MeanKurtosisOfNumericAtts,MeanStdDevOfNumericAtts,MeanMeansOfNumericAtts,NumAttributes,Dimensionality,PercentageOfBinaryAtts,PercentageOfNominalAtts,NumNominalAtts,PercentageOfNumericAtts,NumNumericAtts,NumBinaryAtts,ClassCount,NegativePercentage,PositivePercentage,DefaultAccuracy,IncompleteInstanceCount,InstanceCount,NumMissingValues,PercentageOfMissingValues,MeanNominalAttDistinctValues,StdvNominalAttDistinctValues,MinNominalAttDistinctValues,MaxNominalAttDistinctValues,ClassEntropy,MeanMutualInformation,NoiseToSignalRatio,MeanAttributeEntropy,EquivalentNumberOfAtts,NaiveBayesErrRate,NaiveBayesKappa,NaiveBayesAUC,NBTreeErrRate,NBTreeAUC,NBTreeKappa,DecisionStumpAUC,DecisionStumpKappa,DecisionStumpErrRate,SimpleLogisticErrRate,SimpleLogisticAUC,SimpleLogisticKappa,JRipErrRate,JRipKappa,JRipAUC,REPTreeDepth2AUC,REPTreeDepth1AUC,REPTreeDepth2ErrRate,REPTreeDepth3ErrRate,REPTreeDepth3AUC,REPTreeDepth1Kappa,REPTreeDepth3Kappa,REPTreeDepth2Kappa,REPTreeDepth1ErrRate,J48.00001.AUC,J48.00001.Kappa,J48.00001.ErrRate,J48.001.Kappa,J48.001.AUC,J48.001.ErrRate,J48.0001.Kappa,J48.0001.ErrRate,J48.0001.AUC,RandomTreeDepth2AUC,RandomTreeDepth1ErrRate,RandomTreeDepth2ErrRate,RandomTreeDepth1Kappa,RandomTreeDepth3ErrRate,RandomTreeDepth3AUC,RandomTreeDepth1AUC,RandomTreeDepth3Kappa,RandomTreeDepth2Kappa,kNN_3NKappa,kNN_2NKappa,kNN_3NErrRate,kNN_2NErrRate,kNN_3NAUC,kNN_1NKappa,kNN_1NAUC,kNN_1NErrRate,kNN_2NAUC,SVMe2Kappa,SVMe3AUC,SVMe1AUC,SVMe1Kappa,SVMe2ErrRate,SVMe2AUC,SVMe1ErrRate,SVMe3Kappa,SVMe3ErrRate,NaiveBayesDdm.warnings,NaiveBayesDdm.changes,NaiveBayesAdwin.changes,HoeffdingAdwin.changes,NaiveBayesAdwin.warnings,HoeffdingAdwin.warnings,HoeffdingDDM.warnings,HoeffdingDDM.changes
dataset_61_iris.arff,0.06647735836714626,-0.7805778496268201,0.9473104002482852,3.4636666666666684,5.0,0.03333333333333333,0.0,0.0,0.0,0.8,4.0,0.0,3.0,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.0,150.0,0.0,0.0,-1.0,-1.0,-1.0,-1.0,1.584962500721156,-1.0,-1.0,-1.0,-1.0,0.03333333333333333,0.9499999999999998,0.9932000000000001,0.07333333333333333,0.9719333333333334,0.8899999999999998,0.8333333333333334,0.49999999999999994,0.3333333333333333,0.06666666666666667,0.9912000000000001,0.9,0.08666666666666667,0.87,0.9384999999999999,0.955,0.8333333333333334,0.07333333333333333,0.07333333333333333,0.955,0.49999999999999994,0.8899999999999998,0.8899999999999998,0.3333333333333333,0.9565333333333332,0.9,0.06666666666666667,0.9,0.9565333333333332,0.06666666666666667,0.9,0.06666666666666667,0.9565333333333332,0.9754,0.3333333333333333,0.04,0.49999999999999994,0.06,0.9642,0.8333333333333334,0.9099999999999999,0.94,0.9199999999999998,0.87,0.05333333333333334,0.08666666666666667,0.9672,0.9099999999999999,0.9558,0.06,0.9622666666666667,0.9199999999999998,0.9691333333333334,0.9914666666666666,0.9199999999999998,0.05333333333333334,0.9766,0.05333333333333334,0.9199999999999998,0.05333333333333334,1.0,2.0,0.0,0.0,0.0,0.0,1.0,2.0
